"TYPE";"TIME";"LAT";"LON";"ALT";"BEARING";"ACCURACY";"SPEED";"NAME";"DESCRIPTION";"SEGMENT"
"TRACK";;;;;;;;"Coleta1";"Icomp
";
"P";"2011-12-07T12:47:37Z";"-3.089988";"-59.96552";"94.9000015258789";"0.0";"24";"0";;;"0"
"P";"2011-12-07T12:54:15Z";"-3.089929";"-59.965508";"91.4000015258789";"24.0";"4";"0.6";;;"0"
"P";"2011-12-07T12:54:18Z";"-3.089888";"-59.965476";"87.69999694824219";"54.400001525878906";"4";"0.9";;;"0"
"P";"2011-12-07T12:54:24Z";"-3.089848";"-59.965443";"85.4000015258789";"40.5";"4";"0.8";;;"0"
"P";"2011-12-07T12:54:26Z";"-3.089792";"-59.965422";"82.0";"39.400001525878906";"4";"1";;;"0"
"P";"2011-12-07T12:54:30Z";"-3.089774";"-59.965371";"81.5";"64.69999694824219";"6";"1.1";;;"0"
"P";"2011-12-07T12:54:35Z";"-3.089783";"-59.965324";"81.0";"81.69999694824219";"12";"0.8";;;"0"
"P";"2011-12-07T12:54:36Z";"-3.089749";"-59.965356";"81.5";"346.79998779296875";"8";"0.8";;;"0"
"P";"2011-12-07T12:54:42Z";"-3.089701";"-59.96537";"84.5";"5.0";"6";"0.7";;;"0"
"P";"2011-12-07T12:54:49Z";"-3.08965";"-59.965372";"81.80000305175781";"16.799999237060547";"4";"1.1";;;"0"
"P";"2011-12-07T12:54:54Z";"-3.089598";"-59.965371";"80.80000305175781";"4.400000095367432";"4";"0.8";;;"0"
"P";"2011-12-07T12:54:58Z";"-3.08955";"-59.965361";"79.5";"12.0";"6";"0.8";;;"0"
"P";"2011-12-07T12:55:03Z";"-3.089493";"-59.965371";"79.30000305175781";"15.300000190734863";"6";"0.7";;;"0"
"P";"2011-12-07T12:55:06Z";"-3.089445";"-59.96537";"80.9000015258789";"8.600000381469727";"4";"0.8";;;"0"
"P";"2011-12-07T12:55:13Z";"-3.089398";"-59.965351";"83.69999694824219";"8.600000381469727";"6";"0.3";;;"0"
"P";"2011-12-07T12:56:08Z";"-3.089358";"-59.965243";"85.0999984741211";"64.5";"16";"0.8";;;"0"
"P";"2011-12-07T12:56:10Z";"-3.089297";"-59.965166";"83.19999694824219";"53.70000076293945";"16";"1";;;"0"
"P";"2011-12-07T12:56:11Z";"-3.0893";"-59.965106";"82.9000015258789";"77.4000015258789";"16";"0.9";;;"0"
"P";"2011-12-07T12:56:13Z";"-3.089261";"-59.965049";"84.5";"94.4000015258789";"16";"0.8";;;"0"
"P";"2011-12-07T12:56:16Z";"-3.089225";"-59.96501";"85.9000015258789";"90.5999984741211";"12";"0.7";;;"0"
"P";"2011-12-07T12:56:19Z";"-3.089179";"-59.964976";"88.5";"90.5999984741211";"12";"0.6";;;"0"
