"TYPE";"TIME";"LAT";"LON";"ALT";"BEARING";"ACCURACY";"SPEED";"NAME";"DESCRIPTION";"SEGMENT"
"TRACK";;;;;;;;"Coleta2";"Ru
";
"P";"2011-12-07T15:49:24Z";"-3.088834";"-59.964433";"76.19999694824219";"0.0";"16";"0";;;"0"
"P";"2011-12-07T15:49:33Z";"-3.088865";"-59.964396";"84.0";"94.0999984741211";"4";"0.6";;;"0"
"P";"2011-12-07T15:49:40Z";"-3.088909";"-59.964364";"86.19999694824219";"94.0999984741211";"4";"0.4";;;"0"
"P";"2011-12-07T15:49:46Z";"-3.08896";"-59.964365";"85.4000015258789";"158.89999389648438";"6";"0.5";;;"0"
"P";"2011-12-07T15:49:59Z";"-3.089006";"-59.964343";"81.9000015258789";"158.89999389648438";"6";"0.2";;;"0"
"P";"2011-12-07T15:50:02Z";"-3.089059";"-59.964345";"81.30000305175781";"158.89999389648438";"6";"0.4";;;"0"
"P";"2011-12-07T15:50:04Z";"-3.089106";"-59.964315";"81.19999694824219";"158.89999389648438";"8";"0.6";;;"0"
"P";"2011-12-07T15:50:09Z";"-3.089152";"-59.964334";"79.30000305175781";"158.89999389648438";"8";"0.3";;;"0"
"P";"2011-12-07T15:50:12Z";"-3.0892";"-59.964337";"78.4000015258789";"158.89999389648438";"8";"0.5";;;"0"
"P";"2011-12-07T15:50:16Z";"-3.089246";"-59.964305";"80.5";"158.89999389648438";"8";"0.1";;;"0"
"P";"2011-12-07T15:50:18Z";"-3.089294";"-59.964311";"79.5999984741211";"0.0";"6";"0";;;"0"
"P";"2011-12-07T15:50:21Z";"-3.089358";"-59.964316";"82.0";"0.0";"6";"0";;;"0"
"P";"2011-12-07T15:50:25Z";"-3.089419";"-59.96432";"83.80000305175781";"0.0";"6";"0";;;"0"
"P";"2011-12-07T15:50:35Z";"-3.089466";"-59.964326";"85.80000305175781";"158.89999389648438";"4";"0.6";;;"0"
"P";"2011-12-07T15:50:36Z";"-3.089518";"-59.964334";"83.0";"186.5";"4";"0.9";;;"0"
"P";"2011-12-07T15:50:37Z";"-3.089565";"-59.964355";"82.0";"188.3000030517578";"4";"1";;;"0"
"P";"2011-12-07T15:50:39Z";"-3.089612";"-59.964358";"83.4000015258789";"184.39999389648438";"4";"0.7";;;"0"
"P";"2011-12-07T15:50:42Z";"-3.089657";"-59.964344";"82.30000305175781";"162.39999389648438";"4";"0.7";;;"0"
"P";"2011-12-07T15:50:44Z";"-3.089706";"-59.964345";"81.9000015258789";"197.5";"6";"0.9";;;"0"
"P";"2011-12-07T15:50:47Z";"-3.089752";"-59.964359";"81.0";"226.60000610351563";"6";"0.9";;;"0"
"P";"2011-12-07T15:50:51Z";"-3.089799";"-59.964365";"80.80000305175781";"221.8000030517578";"4";"0.6";;;"0"
"P";"2011-12-07T15:50:56Z";"-3.089857";"-59.964372";"78.69999694824219";"221.8000030517578";"6";"0.6";;;"0"
