"TYPE","TIME","LAT","LON","ALT","BEARING","ACCURACY","SPEED","NAME","DESCRIPTION","SEGMENT"
"TRACK",,,,,,.."Everton Gualberto","Caminho percorrido na UFAM em 6-12-11".
"P","2011-12-06T18:42:22Z","-3.091646","-59.96303","103.80000305175781","349.29998779296875","24","0",,,"0"
"P","2011-12-06T18:42:26Z","-3.091692","-59.962994","78.0999984741211","0.0","64","0",,,"0"
"P","2011-12-06T18:43:17Z","-3.091833","-59.963011","98.5999984741211","189.3000030517578","6","0",,,"0"
"P","2011-12-06T18:43:38Z","-3.091791","-59.96299","92.30000305175781","0.0","6","0",,,"0"
"P","2011-12-06T18:43:47Z","-3.09174","-59.962995","89.80000305175781","11.899999618530273","6","0.4",,,"0"
"P","2011-12-06T18:44:11Z","-3.091794","-59.962955","87.30000305175781","137.1999969482422","8","0.5",,,"0"
"P","2011-12-06T18:44:18Z","-3.091843","-59.962951","89.0999984741211","190.10000610351563","6","0.2",,,"0"
"P","2011-12-06T18:45:07Z","-3.091868","-59.962994","89.69999694824219","0.0","6","0",,,"0"
"P","2011-12-06T18:45:46Z","-3.09182","-59.962993","88.69999694824219","23.299999237060547","6","0.5",,,"0"
"P","2011-12-06T18:45:49Z","-3.091765","-59.963008","90.5","348.3999938964844","6","0.6",,,"0"
"P","2011-12-06T18:45:55Z","-3.091719","-59.962997","90.30000305175781","5.400000095367432","6","0.5",,,"0"
"P","2011-12-06T18:46:39Z","-3.091658","-59.962957","89.19999694824219","351.20001220703125","16","0.5",,,"0"
"P","2011-12-06T18:46:40Z","-3.091614","-59.962921","87.80000305175781","9.199999809265137","16","0.7",,,"0"
"P","2011-12-06T18:46:42Z","-3.091571","-59.962905","87.5","16.200000762939453","16","0.7",,,"0"
"P","2011-12-06T18:46:46Z","-3.09154","-59.962861","85.0","16.200000762939453","12","0.4",,,"0"
"P","2011-12-06T18:46:52Z","-3.091491","-59.962861","84.5999984741211","16.200000762939453","16","0",,,"0"
"P","2011-12-06T18:47:26Z","-3.091435","-59.962821","81.80000305175781","16.200000762939453","16","0",,,"0"
"P","2011-12-06T18:47:31Z","-3.091397","-59.962794","81.9000015258789","16.200000762939453","16","0.6",,,"0"
"P","2011-12-06T18:47:33Z","-3.091349","-59.962749","80.19999694824219","49.20000076293945","16","0.9",,,"0"
"P","2011-12-06T18:47:35Z","-3.091317","-59.962713","78.0999984741211","62.29999923706055","16","0.8",,,"0"
"P","2011-12-06T18:47:39Z","-3.091239","-59.96267","77.9000015258789","61.5","16","0.8",,,"0"
"P","2011-12-06T18:47:44Z","-3.091172","-59.962646","77.30000305175781","23.299999237060547","16","0.8",,,"0"
"P","2011-12-06T18:47:48Z","-3.091114","-59.962658","79.69999694824219","15.800000190734863","12","0.7",,,"0"
"P","2011-12-06T18:47:56Z","-3.09106","-59.962669","80.0999984741211","328.79998779296875","8","0.2",,,"0"
"P","2011-12-06T18:48:01Z","-3.091015","-59.962681","81.0","328.29998779296875","6","0.2",,,"0"
"P","2011-12-06T18:48:32Z","-3.09097","-59.962665","83.9000015258789","328.29998779296875","4","0.5",,,"0"
"P","2011-12-06T18:49:05Z","-3.090917","-59.962718","83.80000305175781","328.29998779296875","6","0.3",,,"0"
"P","2011-12-06T18:49:11Z","-3.090925","-59.962763","82.5999984741211","328.29998779296875","4","0.2",,,"0"
"P","2011-12-06T18:49:21Z","-3.090931","-59.962814","81.0999984741211","232.3000030517578","4","0.6",,,"0"
"P","2011-12-06T18:49:26Z","-3.09093","-59.962861","80.5","274.70001220703125","4","0.6",,,"0"
"P","2011-12-06T18:49:30Z","-3.090901","-59.962913","81.30000305175781","291.5","4","0.9",,,"0"
"P","2011-12-06T18:49:35Z","-3.090854","-59.962927","81.5999984741211","310.1000061035156","4","0.5",,,"0"
"P","2011-12-06T18:51:33Z","-3.090819","-59.963086","79.80000305175781","278.29998779296875","24","0.7",,,"0"
"P","2011-12-06T18:51:34Z","-3.090807","-59.96318","79.0999984741211","292.1000061035156","24","0.8",,,"0"
"P","2011-12-06T18:51:35Z","-3.090814","-59.963272","80.5999984741211","292.1000061035156","16","0.6",,,"0"
"P","2011-12-06T18:51:37Z","-3.090792","-59.963352","83.0999984741211","283.0","12","0.7",,,"0"
"P","2011-12-06T18:51:38Z","-3.090785","-59.963416","83.80000305175781","289.70001220703125","12","0.8",,,"0"
"P","2011-12-06T18:51:41Z","-3.09079","-59.963471","83.5","288.0","12","0.5",,,"0"
"P","2011-12-06T18:51:55Z","-3.09079","-59.963516","80.0999984741211","288.0","8","0",,,"0"
"P","2011-12-06T18:52:04Z","-3.090779","-59.963571","78.5999984741211","288.0","8","0.4",,,"0"
"P","2011-12-06T18:52:07Z","-3.09075","-59.963624","79.4000015258789","288.0","8","0.7",,,"0"
"P","2011-12-06T18:52:13Z","-3.090735","-59.963675","82.0","288.0","12","0.6",,,"0"
"P","2011-12-06T18:52:17Z","-3.090749","-59.963726","84.80000305175781","288.0","12","0.6",,,"0"
"P","2011-12-06T18:52:26Z","-3.090766","-59.963775","85.30000305175781","288.0","12","0",,,"0"
"P","2011-12-06T18:52:29Z","-3.090762","-59.963832","85.19999694824219","288.0","8","0.7",,,"0"
"P","2011-12-06T18:52:31Z","-3.09075","-59.963884","85.5","279.20001220703125","8","0.8",,,"0"
"P","2011-12-06T18:52:34Z","-3.090745","-59.963936","85.69999694824219","286.1000061035156","8","0.6",,,"0"
"P","2011-12-06T18:52:36Z","-3.090758","-59.963983","84.80000305175781","272.3999938964844","8","0.9",,,"0"
"P","2011-12-06T18:52:39Z","-3.090744","-59.964025","84.19999694824219","278.29998779296875","8","0.8",,,"0"
"P","2011-12-06T18:52:53Z","-3.090749","-59.96407","85.9000015258789","278.29998779296875","6","0",,,"0"
"P","2011-12-06T18:52:57Z","-3.090759","-59.964116","85.5","278.29998779296875","6","0.7",,,"0"
"P","2011-12-06T18:53:00Z","-3.090765","-59.964164","86.69999694824219","272.29998779296875","6","0.9",,,"0"
"P","2011-12-06T18:53:06Z","-3.09078","-59.964218","85.80000305175781","256.6000061035156","6","0.8",,,"0"
"P","2011-12-06T18:53:10Z","-3.090813","-59.96426","84.80000305175781","259.20001220703125","8","0.8",,,"0"
"P","2011-12-06T18:53:14Z","-3.090804","-59.964308","86.4000015258789","268.5","8","0.7",,,"0"
"P","2011-12-06T18:53:17Z","-3.090769","-59.964345","87.69999694824219","292.29998779296875","8","0.8",,,"0"
"P","2011-12-06T18:53:25Z","-3.09074","-59.964401","87.5","291.3999938964844","6","0.8",,,"0"
"P","2011-12-06T18:53:33Z","-3.09069","-59.96439","81.30000305175781","8.399999618530273","4","0.8",,,"0"
"P","2011-12-06T18:53:40Z","-3.090714","-59.964347","75.4000015258789","134.5","6","0.9",,,"0"
"P","2011-12-06T18:53:55Z","-3.09069","-59.964385","77.5999984741211","327.5","4","1",,,"0"
"P","2011-12-06T18:54:00Z","-3.090646","-59.964399","78.4000015258789","3.5","4","0.6",,,"0"
"P","2011-12-06T18:54:06Z","-3.0906","-59.964399","77.5999984741211","8.600000381469727","6","0.8",,,"0"
"P","2011-12-06T18:54:13Z","-3.090553","-59.964392","77.9000015258789","14.0","4","0.8",,,"0"
"P","2011-12-06T18:54:19Z","-3.090504","-59.964387","77.69999694824219","6.599999904632568","6","0.9",,,"0"
"P","2011-12-06T18:54:26Z","-3.090419","-59.9644","79.30000305175781","349.29998779296875","12","1",,,"0"
"P","2011-12-06T18:54:32Z","-3.090368","-59.964406","79.19999694824219","343.3999938964844","8","0.7",,,"0"
"P","2011-12-06T18:54:41Z","-3.090317","-59.964407","78.5999984741211","13.5","6","0.8",,,"0"
"P","2011-12-06T18:54:48Z","-3.090266","-59.964409","75.19999694824219","358.0","6","1.1",,,"0"
"P","2011-12-06T18:54:54Z","-3.090213","-59.964411","74.9000015258789","6.300000190734863","6","0.7",,,"0"
"P","2011-12-06T18:55:01Z","-3.090166","-59.964394","71.0","21.700000762939453","8","0.8",,,"0"
"P","2011-12-06T18:55:15Z","-3.090108","-59.964405","70.4000015258789","14.100000381469727","6","1.1",,,"0"
"P","2011-12-06T18:55:21Z","-3.090063","-59.964389","72.30000305175781","9.199999809265137","6","0.7",,,"0"
"P","2011-12-06T18:55:28Z","-3.09001","-59.964376","72.0","11.800000190734863","6","0.8",,,"0"
"P","2011-12-06T18:55:39Z","-3.089969","-59.964356","69.9000015258789","345.5","6","0.8",,,"0"
"P","2011-12-06T18:55:45Z","-3.08992","-59.964353","69.69999694824219","5.900000095367432","6","0.5",,,"0"
"P","2011-12-06T18:55:53Z","-3.089865","-59.964343","69.5","5.900000095367432","6","0.5",,,"0"
"P","2011-12-06T18:55:59Z","-3.089811","-59.964345","70.0999984741211","4.300000190734863","8","0.7",,,"0"
"P","2011-12-06T18:56:04Z","-3.089755","-59.964371","71.5","332.20001220703125","6","0.8",,,"0"
"P","2011-12-06T18:56:11Z","-3.089693","-59.964391","73.4000015258789","318.6000061035156","4","1.1",,,"0"
"P","2011-12-06T18:56:15Z","-3.089641","-59.964389","75.0","350.70001220703125","4","1.1",,,"0"
"P","2011-12-06T18:56:20Z","-3.089591","-59.964404","77.0999984741211","338.79998779296875","6","0.9",,,"0"
"P","2011-12-06T18:56:26Z","-3.089541","-59.9644","79.19999694824219","347.0","6","0.6",,,"0"
"P","2011-12-06T18:57:23Z","-3.089471","-59.964383","80.9000015258789","347.0","24","0.4",,,"0"
"P","2011-12-06T18:57:26Z","-3.089352","-59.964477","81.5","317.79998779296875","24","1",,,"0"
